,Flow projection
2025-03-29 00:00:00-07:00,75.31721383168777
2025-03-30 00:00:00-07:00,76.39604417462701
2025-03-31 00:00:00-07:00,92.85825535600708
2025-04-01 00:00:00-07:00,106.97407220534663
2025-04-02 00:00:00-07:00,101.69741356257589
2025-04-03 00:00:00-07:00,87.39261378104524
2025-04-04 00:00:00-07:00,75.83777184150335
2025-04-05 00:00:00-07:00,66.4642220535151
2025-04-06 00:00:00-07:00,58.51096296377652
2025-04-07 00:00:00-07:00,52.56346532991647
2025-04-08 00:00:00-07:00,47.00584007606683
2025-04-09 00:00:00-07:00,42.92197994277569
2025-04-10 00:00:00-07:00,39.05722567763794
2025-04-11 00:00:00-07:00,35.848202659442805
2025-04-12 00:00:00-07:00,33.15747391284164
2025-04-13 00:00:00-07:00,30.466745166240475
2025-04-14 00:00:00-07:00,28.45935373435081
2025-04-15 00:00:00-07:00,26.58493704163235
2025-04-16 00:00:00-07:00,24.710520348913896
2025-04-17 00:00:00-07:00,23.201832071399885
2025-04-18 00:00:00-07:00,21.895219685163376
2025-04-19 00:00:00-07:00,20.588607298926863
2025-04-20 00:00:00-07:00,19.281994912690354
2025-04-21 00:00:00-07:00,18.33503591536595
2025-04-22 00:00:00-07:00,17.42363364785343
2025-04-23 00:00:00-07:00,16.512231380340904
2025-04-24 00:00:00-07:00,15.600829112828382
2025-04-25 00:00:00-07:00,14.843503744691587
2025-04-26 00:00:00-07:00,14.207366768584127
2025-04-27 00:00:00-07:00,13.571229792476666
2025-04-28 00:00:00-07:00,12.935092816369204
2025-04-29 00:00:00-07:00,12.298955840261744
2025-04-30 00:00:00-07:00,11.761327940666517
2025-05-01 00:00:00-07:00,11.317051415959472
2025-05-02 00:00:00-07:00,10.872774891252428
2025-05-03 00:00:00-07:00,10.428498366545384
2025-05-04 00:00:00-07:00,9.984221841838337
2025-05-05 00:00:00-07:00,9.539945317131293
2025-05-06 00:00:00-07:00,9.187789311883188
2025-05-07 00:00:00-07:00,8.877339168360086
2025-05-08 00:00:00-07:00,8.566889024836984
2025-05-09 00:00:00-07:00,8.256438881313883
2025-05-10 00:00:00-07:00,7.945988737790781
2025-05-11 00:00:00-07:00,7.635538594267679
2025-05-12 00:00:00-07:00,7.325187005527712
2025-05-13 00:00:00-07:00,7.108154024928336
2025-05-14 00:00:00-07:00,6.891121044328959
2025-05-15 00:00:00-07:00,6.674088063729584
2025-05-16 00:00:00-07:00,6.457055083130207
2025-05-17 00:00:00-07:00,6.240022102530831
2025-05-18 00:00:00-07:00,6.022989121931454
2025-05-19 00:00:00-07:00,5.805956141332079
2025-05-20 00:00:00-07:00,5.613095584577642
2025-05-21 00:00:00-07:00,5.461321398351687
2025-05-22 00:00:00-07:00,5.309547212125731
2025-05-23 00:00:00-07:00,5.157773025899776
2025-05-24 00:00:00-07:00,5.005998839673822
2025-05-25 00:00:00-07:00,4.854224653447867
2025-05-26 00:00:00-07:00,4.702450467221912
2025-05-27 00:00:00-07:00,4.5506762809959564
2025-05-28 00:00:00-07:00,4.398902094770001
2025-05-29 00:00:00-07:00,4.280025768048467
2025-05-30 00:00:00-07:00,4.173872820828711
2025-05-31 00:00:00-07:00,4.067719873608956
2025-06-01 00:00:00-07:00,3.9615669263892004
2025-06-02 00:00:00-07:00,3.855413979169445
2025-06-03 00:00:00-07:00,3.7492610319496897
2025-06-04 00:00:00-07:00,3.6431080847299344
2025-06-05 00:00:00-07:00,3.536955137510179
2025-06-06 00:00:00-07:00,3.4308021902904233
2025-06-07 00:00:00-07:00,3.324649243070668
2025-06-08 00:00:00-07:00,3.2500082081376136
2025-06-09 00:00:00-07:00,3.17576952592076
2025-06-10 00:00:00-07:00,3.101530843703907
2025-06-11 00:00:00-07:00,3.027292161487054
2025-06-12 00:00:00-07:00,2.953053479270201
2025-06-13 00:00:00-07:00,2.8788147970533475
2025-06-14 00:00:00-07:00,2.8045761148364945
2025-06-15 00:00:00-07:00,2.7303374326196415
2025-06-16 00:00:00-07:00,2.6560987504027884
2025-06-17 00:00:00-07:00,2.581860068185935
2025-06-18 00:00:00-07:00,2.5098811997265105
2025-06-19 00:00:00-07:00,2.455031615904172
2025-06-20 00:00:00-07:00,2.4001820320818337
2025-06-21 00:00:00-07:00,2.3453324482594953
2025-06-22 00:00:00-07:00,2.2904828644371573
2025-06-23 00:00:00-07:00,2.235633280614819
2025-06-24 00:00:00-07:00,2.1807836967924805
2025-06-25 00:00:00-07:00,2.125934112970142
2025-06-26 00:00:00-07:00,2.0710845291478037
